# Samsung SM-S928B (e3q) ZZHL vendor-DLKM KMI CRC compatibility baseline
# Firmware: S928BXXU6ZZHL; stock kernel: 6.1.162-android14-11-34343818-abS928BXXU6ZZHL
# Extracted from supplied vendor_dlkm.new.dat (SHA-256 65840e49d5980d21dcb0db4732e1acc10116fd2169e98e79927c7f5ded19f7b2).
# All 2469 retained DZH2 strict symbols have identical ZZHL CRCs; seven
# DZH2-only imports are absent. ZZHL has 1642 additional
# vendor-internal imports outside this kernel-facing strict set.
# ZZHL vendor_boot validation: 411 modules, 2139 strict baseline-overlap symbols.
# Scope: all retained kernel-facing ZZHL vendor-DLKM imports in the proven strict set.
# Device audit: 0 internal CRC conflicts across 351 vendor_dlkm modules.
# 1675 exact CRCs; 794 known Samsung/GKI CRC differences require the audited strict repair.
# symbol	device_crc	validated_build_crc	modules
sg_init_table	0xf888ca21	0xf888ca21	i2c_msm_geni;mac80211;msm_geni_serial;msm_gpi;msm_kgsl;qca_cld3_kiwi_v2;qcedev_mod_dlkm;slim_qcom_ngd_ctrl;spi_msm_geni
sg_next	0x87b8798d	0x87b8798d	bam_dma;camera;coresight_tmc;dwc3_msm;frpc_adsprpc;ipam;msm_gpi;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;qseecom_dlkm;snd_usb_audio_qmi
shmem_file_setup	0xe030574b	0xd433ccb4	msm_kgsl
shmem_read_mapping_page_gfp	0x97b9e11b	0x9a20b4ce	msm_kgsl
si_meminfo	0x40c7247c	0x40c7247c	kperfmon;msm_sysstats
simple_attr_open	0x70d5e5c7	0xc99943c6	adsp_sleepmon;camera;cdsprm;gh_ctrl;msm_eva;msm_kgsl;pca9481_charger;qcom_iommu_debug;sb_core;sec_battery;sys_pm_vx;ubwcp
simple_attr_read	0x2045fc18	0x29954416	camera;pca9481_charger;sb_core;sec_battery
simple_attr_release	0x64e1a89d	0x882d665b	adsp_sleepmon;camera;cdsprm;gh_ctrl;msm_eva;msm_kgsl;pca9481_charger;qcom_iommu_debug;sb_core;sec_battery;sys_pm_vx;ubwcp
simple_attr_write	0x1cab394e	0x2f9399fd	camera;pca9481_charger;sb_core;sec_battery
simple_open	0xfc86e386	0x104a2d40	camera;cl_dsp_debugfs;cpufreq_stats_scmi_v2;cs_dsp;frpc_adsprpc;input_cs40l26_i2c;msm_drm;msm_hw_fence;msm_kgsl;msm_mmrm;msm_video;qcedev_mod_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;synx_driver;wonder
simple_read_from_buffer	0x9c81ceff	0x9c81ceff	camera;cl_dsp_debugfs;cpufreq_stats_scmi_v2;cs_dsp;frpc_adsprpc;gsim;input_cs40l26_i2c;ipam;lpass_cdc_dlkm;msm_drm;msm_eva;msm_kgsl;msm_mmrm;msm_video;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_iommu_debug;qcrypto_msm_dlkm;sps_drv;swr_ctrl_dlkm;synx_driver;thermal_config;tz_log_dlkm;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wsa883x_dlkm;wsa884x_dlkm
simple_strtol	0x0b742fd7	0x0b742fd7	msm_drm;qti_qmi_ss_cdev
simple_write_to_buffer	0x113858c3	0x113858c3	camera;cl_dsp_debugfs;input_cs40l26_i2c;msm_drm;msm_video;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats
single_open	0x4adb51eb	0x4adb51eb	adsp_sleepmon;cdsprm;cnss2;cnss_utils;dwc3_msm;max77705_charger;max77775_charger;msm_drm;msm_kgsl;nb7vpq904m;pci_msm_drv;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;tz_log_dlkm;usb_f_cdev;usb_f_gsi;usb_notify_layer
single_release	0xe8f7183d	0xe8f7183d	adsp_sleepmon;cdsprm;cnss2;cnss_utils;max77705_charger;max77775_charger;msm_drm;msm_kgsl;pci_msm_drv;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcom_cpuss_sleep_stats;qcom_iommu_debug;qcom_stats;sb_core;sec_battery;sec_qc_hw_param;sec_qc_user_reset;sys_pm_vx;sysmon_subsystem_stats;tz_log_dlkm;usb_notify_layer
sk_free	0x052a5c8f	0x7be12fac	delayed_sack;qrtr_mhi;rmnet_perf
skb_add_rx_frag	0x79586ffa	0x25cca722	cfg80211;ipam;qca_cld3_kiwi_v2;rmnet_core
skb_append_pagefrags	0x26105e29	0x6e0b0b6e	rmnet_core
skb_checksum	0xefe8d364	0x998983ef	rmnet_core
skb_checksum_help	0xbcac167c	0x6989d130	mac80211
skb_clone	0xe48b1404	0xffb4628d	ipam;mac80211;qca_cld3_kiwi_v2;smsc75xx
skb_clone_sk	0xed2a513b	0x05da9e5d	mac80211
skb_coalesce_rx_frag	0x98ad7d34	0x547d7688	qca_cld3_kiwi_v2
skb_complete_wifi_ack	0x9a7f42c9	0xec1e1242	mac80211
skb_copy	0x91e767fe	0xe544236a	ipam;mac80211;qca_cld3_kiwi_v2
skb_copy_bits	0xdaa46a17	0xba0531be	cfg80211;mac80211;qca_cld3_kiwi_v2;rmnet_aps;rmnet_core;rmnet_perf;rmnet_shs;rmnet_wlan
skb_copy_expand	0x2204b34d	0x3ff8a79b	ipam;mac80211;rmnet_wlan
skb_dequeue	0x3a908023	0x04437276	audio_pkt_dlkm;dev_ril_bridge;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2
skb_dequeue_tail	0xa591e06f	0xb707eeec	rmnet_shs
skb_ensure_writable	0xeea1ccc8	0x761f7563	mac80211
skb_pull	0xbe5e92c9	0x26e02b62	cfg80211;dev_ril_bridge;ipam;mac80211;qca_cld3_kiwi_v2;smsc75xx;smsc95xx;usb_f_gsi;wonder
skb_push	0xb0cdde42	0x287367e9	cfg80211;dev_ril_bridge;ipam;mac80211;qca_cld3_kiwi_v2;rmnet_core;smsc75xx;smsc95xx;usb_f_gsi;wonder
skb_put	0xac7a3881	0x34c4812a	audio_pkt_dlkm;cfg80211;dev_ril_bridge;dropdump;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_perf_tether;rmnet_wlan;smsc95xx
skb_queue_head	0x73234170	0xf09866ba	dev_ril_bridge;glink_pkt;ipam;mac80211
skb_queue_purge	0xbf2d8fce	0x5bc59874	dev_ril_bridge;mac80211;qca_cld3_kiwi_v2
skb_queue_tail	0xfd2a2296	0x7e91055c	audio_pkt_dlkm;delayed_sack;dev_ril_bridge;glink_pkt;ipam;mac80211;qca_cld3_kiwi_v2;usb_f_gsi
skb_trim	0x584525af	0xc0fb9c04	cfg80211;ipam;mac80211;msm_sysstats;qca_cld3_kiwi_v2;rmnet_wlan;smsc75xx;smsc95xx;usb_f_gsi
skb_unlink	0x9451ec1c	0xba669d72	glink_pkt
skip_spaces	0xb71589f0	0xb71589f0	qca_cld3_kiwi_v2
smp_call_function_single	0x6228c21f	0x6228c21f	memlat;qcom_cpuss_sleep_stats;ubwcp
snd_compr_stop_error	0x880a5103	0x880a5103	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_ctl_add	0x0f5ccb59	0x0f5ccb59	snd_soc_hdmi_codec
snd_ctl_new1	0xfb8323ca	0xfb8323ca	snd_soc_hdmi_codec
snd_ctl_notify	0x0e78ef85	0x0e78ef85	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_info_create_card_entry	0x881d5293	0x881d5293	lpass_cdc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_create_module_entry	0xdbbdc41b	0xdbbdc41b	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_free_entry	0x01cbc96c	0x01cbc96c	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_info_register	0x765facd4	0x765facd4	lpass_cdc_dlkm;machine_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_interval_refine	0x04cda566	0x04cda566	snd_usb_audio_qmi
snd_jack_set_key	0xc3a27f2b	0xc3a27f2b	mbhc_dlkm
snd_pcm_add_chmap_ctls	0xb7e27e1a	0xb7e27e1a	snd_soc_hdmi_codec
snd_pcm_create_iec958_consumer_default	0x649892e8	0x649892e8	snd_soc_hdmi_codec
snd_pcm_fill_iec958_consumer	0x1fb997e4	0x1fb997e4	snd_soc_hdmi_codec
snd_pcm_fill_iec958_consumer_hw_params	0x5c407196	0x5c407196	snd_soc_hdmi_codec
snd_pcm_format_physical_width	0x68a24153	0x68a24153	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_pcm_format_width	0xe56a9336	0xe56a9336	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_hdmi_codec
snd_pcm_hw_constraint_eld	0x744d0255	0x744d0255	snd_soc_hdmi_codec
snd_pcm_hw_constraint_list	0xcf61ccb6	0xcf61ccb6	snd_soc_cs35l43_i2c
snd_soc_add_component_controls	0x63fdd47f	0xe6db7707	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_wm_adsp;wcd938x_dlkm;wcd939x_dlkm
snd_soc_bytes_tlv_callback	0x240a39e2	0x240a39e2	snd_soc_wm_adsp
snd_soc_card_get_kcontrol	0x9264fd7e	0x9264fd7e	machine_dlkm;snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_card_jack_new	0x9cb268d7	0x9cb268d7	mbhc_dlkm
snd_soc_component_disable_pin	0xd228a173	0xd228a173	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_component_enable_pin	0xf663f119	0xf663f119	snd_soc_cs35l45_i2c
snd_soc_component_exit_regmap	0x29e29275	0x29e29275	wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_force_enable_pin	0x7919471b	0x7919471b	snd_soc_cs35l45_i2c;snd_soc_wm_adsp
snd_soc_component_get_pin_status	0xa0d32e8f	0xa0d32e8f	snd_soc_cs35l45_i2c
snd_soc_component_init_regmap	0x12f0f104	0x12f0f104	lpass_cdc_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_read	0xb7ed5895	0xb7ed5895	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mbhc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_set_sysclk	0xe9f86cf8	0xe9f86cf8	machine_dlkm
snd_soc_component_update_bits	0xedfab75d	0xedfab75d	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mbhc_dlkm;wcd938x_dlkm;wcd939x_dlkm;wcd9xxx_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_component_write	0x180d8e06	0x180d8e06	lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa884x_dlkm
snd_soc_dai_get_channel_map	0xa1c9efe5	0xa1c9efe5	machine_dlkm
snd_soc_dai_set_channel_map	0x4cd253a9	0x4cd253a9	machine_dlkm
snd_soc_dai_set_sysclk	0x801708b6	0x801708b6	machine_dlkm
snd_soc_dai_set_tdm_slot	0xdd8c801b	0xdd8c801b	machine_dlkm
snd_soc_dapm_add_routes	0xb38ef37d	0x0d3eda96	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_hdmi_codec
snd_soc_dapm_disable_pin	0xf608ad2f	0x0bd76351	wcd_core_dlkm
snd_soc_dapm_force_enable_pin	0xaf1394e8	0x52cc5a96	wcd_core_dlkm
snd_soc_dapm_get_enum_double	0xe638a2ac	0x34e81132	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;wcd938x_dlkm;wcd939x_dlkm
snd_soc_dapm_get_volsw	0xbd679558	0x6fb726c6	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_ignore_suspend	0xe6b65777	0x1b699909	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_kcontrol_dapm	0xbcbb84e6	0xe254df08	snd_soc_cs35l43_i2c
snd_soc_dapm_kcontrol_widget	0x02096b78	0xe50590c8	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_mixer_update_power	0x73744eca	0x83420984	lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_mux_update_power	0xdee22b24	0x2729fd5b	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_new_controls	0x96388807	0xa15e03de	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm
snd_soc_dapm_new_widgets	0xa6d459d3	0xee70e3ba	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm
snd_soc_dapm_put_enum_double	0x6a14768c	0xb8c4c512	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;wcd938x_dlkm;wcd939x_dlkm
snd_soc_dapm_put_volsw	0x39af0bb2	0xeb7fb82c	lpass_cdc_rx_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_dapm_sync	0x29f6604d	0xd138b619	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;swr_dmic_dlkm;wcd938x_dlkm;wcd939x_dlkm;wcd_core_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_find_dai	0x27959907	0x4e26abe1	machine_dlkm
snd_soc_get_enum_double	0x8ec04280	0x8ec04280	lpass_cdc_tx_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_get_pcm_runtime	0xd8aaf288	0xda0cbff0	machine_dlkm
snd_soc_get_volsw	0x2549f63f	0x2549f63f	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;wcd938x_dlkm;wcd939x_dlkm
snd_soc_get_volsw_range	0x00733af2	0x00733af2	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_get_volsw_sx	0x7eb8b6e7	0x7eb8b6e7	snd_soc_cs35l45_i2c
snd_soc_info_enum_double	0xc095bbf9	0xc095bbf9	hdmi_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;swr_dmic_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_info_multi_ext	0x66ab3769	0x76c39f12	hdmi_dlkm
snd_soc_info_volsw	0xb0fbae85	0xb0fbae85	bt_fm_slim;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;machine_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_info_volsw_range	0xcd023064	0xcd023064	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_info_volsw_sx	0x50158f9c	0x50158f9c	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_jack_report	0x8a22c515	0x6c86ada1	mbhc_dlkm;snd_soc_hdmi_codec
snd_soc_lookup_component	0xeec457b0	0x636d5fdf	swr_dmic_dlkm;wcd_core_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_new_compress	0x12988d83	0x12988d83	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_of_parse_audio_routing	0xe0466fbf	0x7abdb22f	machine_dlkm
snd_soc_of_parse_card_name	0x7052bfcb	0xeaa9625b	machine_dlkm
snd_soc_pm_ops	0x56d39d02	0x06e4d180	machine_dlkm
snd_soc_put_enum_double	0x3ac61d7d	0x3ac61d7d	lpass_cdc_tx_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_put_volsw	0x581a8286	0x581a8286	lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;wcd938x_dlkm;wcd939x_dlkm
snd_soc_put_volsw_range	0xb475650f	0xb475650f	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_put_volsw_sx	0x0d06cfb9	0x0d06cfb9	snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c
snd_soc_register_component	0x94646ac0	0xb570d89e	bt_fm_slim;hdmi_dlkm;lpass_cdc_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs40l26;stub_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_soc_rtdcom_lookup	0x45e0dee3	0x82175493	machine_dlkm
snd_soc_set_runtime_hwparams	0x8331bc8c	0x8331bc8c	hdmi_dlkm;machine_dlkm
snd_soc_unregister_card	0x54fa53d6	0x98b412d9	machine_dlkm
snd_soc_unregister_component	0x4a46772b	0xfc4a436d	bt_fm_slim;hdmi_dlkm;lpass_cdc_dlkm;snd_soc_cs35l43_i2c;snd_soc_cs40l26;stub_dlkm;swr_dmic_dlkm;swr_haptics_dlkm;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
snd_usb_autoresume	0x612fcaec	0x612fcaec	snd_usb_audio_qmi
snd_usb_autosuspend	0x7a399fc5	0x7a399fc5	snd_usb_audio_qmi
snd_usb_endpoint_close	0x64cb25fd	0x64cb25fd	snd_usb_audio_qmi
snd_usb_endpoint_open	0xf7df1247	0xf7df1247	snd_usb_audio_qmi
snd_usb_endpoint_prepare	0x135f16a6	0x135f16a6	snd_usb_audio_qmi
snd_usb_power_domain_set	0x327ca64c	0x327ca64c	snd_usb_audio_qmi
snprintf	0x656e4a6e	0x656e4a6e	adsp_factory_module;blk_sec_stats;blk_sec_wb;btpower;bwprof;camera;cfg80211;cl_dsp_debugfs;cnss2;coresight;cpucp_log;cpufreq_limit;cpufreq_stats_scmi_v2;drm_display_helper;dropdump;dwc3_msm;fingerprint;flicker_sensor;frpc_adsprpc;hall_ic;hdm;i2c_msm_geni;input_cs40l26_i2c;ipam;ipclite;kperfmon;mac80211;machine_dlkm;max77705_fuelgauge;max77775_fuelgauge;mhi;mhi_dev_uci;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_video;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_notifier_module;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcom_cpuss_sleep_stats;qcom_q6v5;qcom_q6v5_pas;qcom_ramdump;qcom_spss;qcrypto_msm_dlkm;qseecom_dlkm;qti_cpufreq_cdev;rdbg;rmnet_core;rmnet_shs;rproc_qcom_common;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sdhci_msm_sec;sec_abc_detect_conn;sec_audio_sysfs;sec_battery;sec_common_fn;sec_qc_user_reset;sec_switch_class;sec_vibrator_inputff_module;smcinvoke_dlkm;smsc95xx;snd_debug_proc;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_cs40l26;snd_soc_wm_adsp;spcom;sps_drv;ssg;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;synaptics_ts_spi;synx_driver;usb_f_cdev;usb_f_ss_mon_gadget;usb_notify_layer;uwb;vibrator_vib_info;wcd938x_slave_dlkm;wcd939x_slave_dlkm;wcd9xxx_dlkm;wcd_core_dlkm;wez02;wsa883x_dlkm;wsa884x_dlkm
sock_create_kern	0x147b171c	0x978d7361	qmi_helpers
sock_gen_put	0x1c0448b8	0xe3aea4ef	rmnet_perf
sock_release	0x6369852b	0xb28ef70d	cfg80211;qmi_helpers
softnet_data	0x7a9ece2b	0x4fa66d1e	rmnet_shs
sort	0xb7c0f443	0xb7c0f443	frpc_adsprpc;msm_drm;msm_eva;msm_kgsl;msm_video;qca_cld3_kiwi_v2
spi_bus_type	0xd9dfbb98	0xfc794684	nfc_nxp_sec;uwb
spi_register_controller	0xb35f875f	0x11382816	spi_msm_geni
spi_setup	0x56c1736a	0xf4a6dc23	camera;nfc_nxp_sec;stm_ts_spi;synaptics_ts_spi;uwb
spi_sync	0x8211a422	0xb6f45776	camera;nfc_nxp_sec;snvm;stm_ts_spi;stmvl53l8;synaptics_ts_spi;uwb
spi_unregister_controller	0x60999f42	0xc2fe300b	spi_msm_geni
split_page	0xd69b64f6	0xea294d18	msm_kgsl
spmi_controller_add	0xbc77d9ff	0xd8e4d4c7	spmi_pmic_arb_debug
spmi_controller_alloc	0xb7623849	0x243656f8	spmi_pmic_arb_debug
spmi_controller_remove	0x0be33f4f	0x6f703277	spmi_pmic_arb_debug
sprint_symbol	0x661601de	0x661601de	qca_cld3_kiwi_v2
sprintf	0x3c3ff9fd	0x3c3ff9fd	abc_hub;adsp_factory_module;blk_sec_stats;camera;cfg80211;coresight;coresight_cti;coresight_funnel;coresight_stm;dropdump;hall_ic;hwmon;input_booster_lkm;lcd;leds_s2mpb02;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;msm_drm;msm_kgsl;pca9481_charger;pdic_max77705;pdic_max77775;qcom_smd;qcom_stats;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sec_abc_detect_conn;sec_ap_pmic;sec_battery;sec_switch_class;sec_thermistor;sec_vibrator_inputff_module;sg;snd_soc_cirrus_amp;snd_soc_cs35l45_i2c;ssg;stm_core;usb_f_conn_gadget;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer
srcu_init_notifier_head	0xe9ff63e4	0xe9ff63e4	msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_call_chain	0x312514b5	0x312514b5	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_chain_register	0x0f45524a	0x0f45524a	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
srcu_notifier_chain_unregister	0x4bc97c17	0x4bc97c17	gh_panic_notifier;msm_kgsl;q6_notifier_dlkm;rproc_qcom_common
sscanf	0xbcab6ee6	0xbcab6ee6	adsp_factory_module;adsp_loader_dlkm;camera;cfg80211;cnss2;coresight;coresight_csr;coresight_cti;coresight_hwevent;coresight_tgu;coresight_tmc;coresight_tpdm;cpufreq_limit;eud;hwmon;input_booster_lkm;lt9611uxc;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;msm_drm;msm_hw_fence;msm_performance;nu1668_charger;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;slimbus;stm_core;stmvl53l8;thermal_config;usb_f_conn_gadget;usb_notify_layer
stack_trace_print	0xa45c7b90	0xa45c7b90	cnss2;qca_cld3_kiwi_v2
stack_trace_save_tsk	0x5b0816c3	0x5b0816c3	cnss2;qca_cld3_kiwi_v2
stpcpy	0xf4db35bc	0xf4db35bc	pdic_max77705;pdic_max77775
strcasecmp	0xaafdc258	0xaafdc258	ipam;msm_drm;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03
strchr	0x349cba85	0x349cba85	abc_hub;msm_performance;qca_cld3_kiwi_v2;rmnet_wlan;sec_common_fn
strchrnul	0xceab0311	0xceab0311	qca_cld3_kiwi_v2
