# Samsung SM-S928B (e3q) vendor-DLKM KMI CRC baseline
# Firmware: S928BXXS6DZG1; kernel: 6.1.145-android14-11-33419968-abS928BXXS6DZG1
# Captured over rooted ADB on 2026-08-09 from 351 persistent vendor_dlkm modules.
# Includes kernel-KMI imports present in Android 14/6.1 2025-09 ABI lists.
# Device audit: 0 kernel CRC conflicts; 0 DLKM export conflicts; 0 importer/provider mismatches.
# symbol	crc	modules
key_put	0x267f45e1	cfg80211
keyring_alloc	0x6fd638fd	cfg80211
kfree	0x037a0cba	abc_hub;adsp_factory_module;adsp_loader_dlkm;adsp_sleepmon;audio_pkt_dlkm;audio_prm_dlkm;audpkt_ion_dlkm;bam_dma;bt_fm_slim;btpower;c1dcvs_scmi_v2;camera;cfg80211;cl_dsp;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_prealloc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpucp_log;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i2c_msm_geni;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lpass_cdc_rx_macro_dlkm;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mfd_s2mpb02;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;msm_sysstats;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_spss;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfprom_sys;qfs4008_spidev;qmi_helpers;qrtr_smd;qsee_ipc_irq_bridge;qseecom_dlkm;qti_cpufreq_cdev;qti_devfreq_cdev;qti_ocp_notifier;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sdhci_msm_sec;sec_abc_detect_conn;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sec_vibrator_inputff_module;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_heartbeat;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;swr_dmic_dlkm;synaptics_ts_spi;sync_fence;synx_driver;sys_pm_vx;thermal_config;tz_log_dlkm;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;vibrator_vib_info;wcd938x_dlkm;wcd939x_dlkm;wcd_usbss_i2c;wez02;wsa883x_dlkm;wsa884x_dlkm
kfree_const	0xf474fdcb	qcom_q6v5_pas;qcom_spss;reboot_mode;rproc_qcom_common
kfree_sensitive	0xd0760fc0	camera;cfg80211;hdcp_qseecom_dlkm;mac80211;msm_kgsl;pdic_max77705;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcrypto_msm_dlkm;qrng_dlkm;qseecom_dlkm;smcinvoke_dlkm
kfree_skb_list_reason	0x441d50a3	mac80211;rmnet_sch
kfree_skb_reason	0x234cc6c0	adsp_factory_module;audio_pkt_dlkm;cfg80211;cnss2;glink_pkt;ipam;mac80211;msm_sysstats;qca_cld3_kiwi_v2;qrtr_mhi;qrtr_smd;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_shs;rmnet_wlan;wonder
kill_fasync	0x9ed85e15	sg
kimage_voffset	0xe4bbc1dd	cnss2;ipam;msm_drm;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcom_iommu_debug;qseecom_dlkm;sec_qc_smem;sec_rdx_bootdev;smcinvoke_dlkm
kmalloc_caches	0x0f15b38a	abc_hub;adsp_factory_module;adsp_sleepmon;audio_prm_dlkm;audpkt_ion_dlkm;bt_fm_slim;btpower;camera;cfg80211;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dropdump;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sb_wireless;sdhci_msm_sec;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;wez02
kmalloc_large	0x9ed12e20	camera;cnss_plat_ipc_qmi_svc;flicker_sensor;frpc_adsprpc;input_booster_lkm;ipam;mac80211;msm_drm;msm_eva;msm_kgsl;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_iommu_debug;sec_battery;sec_common_fn;spcom;stmvl53l8;synx_driver;usb_notify_layer
kmalloc_node_trace	0x76842b02	coresight;coresight_tmc;ssg
kmalloc_trace	0xb78e7543	abc_hub;adsp_factory_module;adsp_sleepmon;audio_prm_dlkm;audpkt_ion_dlkm;bt_fm_slim;btpower;camera;cfg80211;cl_dsp_debugfs;cnss2;cnss_plat_ipc_qmi_svc;cnss_utils;coresight;coresight_cti;coresight_tmc;cpu_voltage_cooling;cpufreq_stats_scmi_v2;cs_dsp;delayed_sack;dev_ril_bridge;dmesg_dumper;drm_display_helper;drm_dp_aux_bus;dropdump;dwc3_msm;f_fs_ipc_log;flicker_sensor;flicker_test;frpc_adsprpc;gh_panic_notifier;gh_rm_booster;gh_tlmm_vm_mem_access;glink_pkt;gpr_dlkm;gsim;hdcp_qseecom_dlkm;hdmi_dlkm;health_monitor;hwmon;i3c_master_msm_geni;if_cb_manager;input_booster_lkm;input_cs40l26_i2c;ipam;ipclite;ipclite_test;kperfmon;lcd;leds_s2mpb02;lt9611uxc;lvstest;mac80211;machine_dlkm;max77705_charger;max77705_fuelgauge;max77775_charger;max77775_fuelgauge;mfd_max77705;mhi;mhi_dev_satellite;mhi_dev_uci;msm_drm;msm_eva;msm_ext_display;msm_gpi;msm_hw_fence;msm_kgsl;msm_memshare;msm_mmrm;msm_performance;msm_sharedmem;nfc_nxp_sec;nu1668_charger;pci_msm_drv;pdic_max77705;pdic_max77775;pdic_notifier_module;pdr_interface;q6_notifier_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcedev_mod_dlkm;qcom_glink;qcom_glink_smem;qcom_glink_spss;qcom_iommu_debug;qcom_ramdump;qcom_smd;qcom_stats;qcom_sysmon;qcrypto_msm_dlkm;qfs4008_spidev;qmi_helpers;qrng_dlkm;qsee_ipc_irq_bridge;qseecom_dlkm;qti_qmi_cdev;qti_qmi_sensor_v2;qti_qmi_ss_cdev;radio_i2c_rtc6226_qca;rdbg;rmnet_aps;rmnet_core;rmnet_ctl;rmnet_mem;rmnet_offload;rmnet_perf;rmnet_perf_tether;rmnet_shs;rmnet_wlan;rproc_qcom_common;sb_core;sb_wireless;sdhci_msm_sec;sec_audio_sysfs;sec_battery;sec_common_fn;sec_direct_charger;sec_qc_hw_param;sec_qc_user_reset;sg;slim_qcom_ngd_ctrl;slimbus;smcinvoke_dlkm;smmu_proxy_dlkm;smp2p;smsc75xx;smsc95xx;snd_event_dlkm;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;snd_soc_cs35l45_i2c;snd_soc_wm_adsp;snd_usb_audio_qmi;snvm;spcom;spf_core_dlkm;sps_drv;spss_utils;ssg;stm_core;stm_ts_spi;stmvl53l8;swr_ctrl_dlkm;swr_dlkm;synaptics_ts_spi;sync_fence;synx_driver;thermal_config;ubwcp;usb_f_ccid;usb_f_cdev;usb_f_conn_gadget;usb_f_gsi;usb_f_qdss;usb_f_ss_acm;usb_f_ss_mon_gadget;usb_notify_layer;usb_typec_manager;uwb;wez02
kmem_cache_alloc	0xb3bcc335	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmem_cache_create	0xd7c35710	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmem_cache_create_usercopy	0xfc1a32e3	cnss_prealloc
kmem_cache_destroy	0x8b61c569	blk_sec_stats;camera;cnss_prealloc;ipam;msm_eva;msm_kgsl
kmem_cache_free	0x016d6ea7	blk_sec_stats;camera;ipam;msm_drm;msm_eva;msm_kgsl
kmemdup	0x66b4cc41	camera;cfg80211;cnss2;cnss_utils;cs_dsp;drm_display_helper;ipam;mac80211;msm_drm;msm_eva;qca_cld3_kiwi_v2;qcedev_mod_dlkm;qcrypto_msm_dlkm;smcinvoke_dlkm;snd_soc_wm_adsp;spcom;stm_core
kmemdup_nul	0xb3f548ad	usb_f_ss_mon_gadget
kmsg_dump_get_buffer	0xee518148	dmesg_dumper
kmsg_dump_register	0x6c5ad0cd	dmesg_dumper
kmsg_dump_rewind	0x480305ca	dmesg_dumper
kmsg_dump_unregister	0xda0947de	dmesg_dumper
kobj_sysfs_ops	0xacbb82b4	camera;msm_kgsl
kobject_add	0xa3adbc43	camera
kobject_create_and_add	0x99e24762	adsp_loader_dlkm;bhs_irq_controller;blk_sec_stats;blk_sec_wb;camera;cdsp_loader;cnss2;cpufreq_limit;dropdump;ipclite;ipclite_test;msm_drm;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;qcom_lpm;rproc_qcom_common;wcd939x_dlkm
kobject_del	0xd56b3592	adsp_loader_dlkm;cdsp_loader;core_hang_detect
kobject_init	0x423fe6bf	camera
kobject_init_and_add	0x463b3ed8	bwmon;bwprof;c1dcvs_scmi_v2;core_hang_detect;dynpf_scmi;machine_dlkm;memlat;msm_kgsl
kobject_put	0x11e90cd4	bhs_irq_controller;blk_sec_stats;blk_sec_wb;bwmon;bwprof;c1dcvs_scmi_v2;camera;cnss2;core_hang_detect;cpufreq_limit;dropdump;dynpf_scmi;ipclite_test;machine_dlkm;memlat;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_cpufreq_hw_debug;qcom_lpm;rproc_qcom_common;ssg
kobject_set_name	0x7f120f30	stm_core
kobject_uevent	0x5aac7c29	dwc3_msm;msm_kgsl;sdhci_msm_sec;sec_switch_class;usb_notify_layer
kobject_uevent_env	0x857f14bd	blk_sec_stats;blk_sec_wb;common_muic;hall_ic;hwmon;ipam;lt9611uxc;msm_drm;pdic_notifier_module;sec_abc_detect_conn;sec_common_fn;sec_switch_class;usb_notify_layer
krealloc	0xc8dcc62a	cl_dsp_debugfs;cnss_prealloc;coresight;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_eva;snd_event_dlkm;swr_dlkm
kset_create_and_add	0x4fbbb17d	msm_performance
ksize	0x04ea5d10	qca_cld3_kiwi_v2;qcrypto_msm_dlkm
kstrdup	0x2d39b0a7	c1dcvs_scmi_v2;hwmon;input_cs40l26_i2c;msm_drm;qcom_glink;qcom_iommu_debug;qcom_smd;rproc_qcom_common;sec_vibrator_inputff_module;snd_soc_cirrus_amp;stm_core
kstrdup_const	0x365e7911	qcom_q6v5_pas;qcom_spss;reboot_mode;rproc_qcom_common
kstrdup_quotable_cmdline	0xf182d52c	msm_kgsl
kstrndup	0x9eacf8a5	lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;qcom_q6v5_pas;usb_f_cdev;usb_f_conn_gadget;usb_f_qdss;usb_f_ss_mon_gadget;wcd938x_dlkm;wcd939x_dlkm;wsa883x_dlkm;wsa884x_dlkm
kstrtobool	0x124bad4d	bwprof;camera;core_hang_detect;coresight;coresight_tpda;dwc3_msm;flicker_sensor;leds_qti_tri_led;msm_kgsl;msm_performance;qcom_lpm;qti_amoled_ecm;rproc_qcom_common;s2dos05_regulator;sdhci_msm_sec;sec_vibrator_inputff_module
kstrtobool_from_user	0x47df155f	wonder
kstrtoint	0x8c8569cb	abc_hub;adsp_factory_module;adsp_loader_dlkm;bhs_irq_controller;blk_sec_stats;blk_sec_wb;bwmon;bwprof;camera;coresight;coresight_cti;cpufreq_limit;dropdump;gsim;i2c_msm_geni;i3c_master_msm_geni;ipclite;ipclite_test;leds_qpnp_vibrator_ldo;lvstest;msm_drm;msm_eva;msm_geni_serial;msm_video;qca_cld3_kiwi_v2;qcom_iommu_debug;sec_ap_pmic;sec_audio_sysfs;sec_common_fn;sec_vibrator_inputff_module;snd_soc_cirrus_amp;spi_msm_geni;ssg;stm_ts_spi;sys_pm_vx;usb_notify_layer;wez02
kstrtoint_from_user	0x7e704a24	gsim
kstrtoll	0x3854774b	camera;glink_pkt;hdm;hwmon;llcc_perfmon;msm_performance;sec_common_fn;sensors_core;ssg;wcd939x_dlkm
kstrtos8	0x7429e20c	qca_cld3_kiwi_v2
kstrtos8_from_user	0xf5ac87b9	gsim;ipam
kstrtou16	0x4af6ddf0	ipam;msm_geni_serial;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;qti_amoled_ecm
kstrtou16_from_user	0x02d1793c	usb_f_gsi
kstrtou8	0x6a6e05bf	cnss_utils;flicker_sensor;ipam;msm_drm;phy_msm_snps_eusb2;qca_cld3_kiwi_v2;s2dos05_regulator;s2dos07;s2mpb02_regulator;s2mpb03;stm_ts_spi;stmvl53l8;synaptics_ts_spi;usb_f_cdev;usb_f_gsi;usb_f_qdss
kstrtou8_from_user	0x59e088ae	ipam;usb_f_cdev;usb_f_gsi
kstrtouint	0x3b6c41ea	adsp_factory_module;bwmon;c1dcvs_scmi_v2;camera;cdsp_loader;cl_dsp_debugfs;core_hang_detect;dynpf_scmi;flicker_sensor;gh_rm_booster;gsim;input_cs40l26_i2c;ipam;leds_s2mpb02;lpass_cdc_tx_macro_dlkm;lpass_cdc_va_macro_dlkm;machine_dlkm;memlat;mhi;mhi_dev_uci;msm_drm;msm_hw_fence;msm_kgsl;msm_mmrm;msm_video;pci_msm_drv;pdic_max77705;pdic_max77775;qca_cld3_kiwi_v2;qcom_iommu_debug;qti_amoled_ecm;rmnet_aps;sdhci_msm_sec;sec_vibrator_inputff_module;snd_soc_cirrus_amp;stmvl53l8;swr_ctrl_dlkm;wcd938x_dlkm;wcd938x_slave_dlkm;wcd939x_dlkm;wcd939x_slave_dlkm;wsa883x_dlkm;wsa884x_dlkm
kstrtouint_from_user	0x19b76060	ipam;qcom_iommu_debug;sps_drv
kstrtoull	0x5c3c7387	camera;coresight;coresight_csr;coresight_cti;coresight_funnel;coresight_stm;coresight_tgu;coresight_tmc;coresight_tpda;coresight_tpdm;coresight_trace_noc;flicker_sensor;hdm;lcd;leds_qti_flash;llcc_perfmon;lvstest;max31760_fan;msm_drm;msm_eva;msm_kgsl;msm_video;pci_msm_drv;qcom_iommu_debug;rmnet_offload;sec_common_fn;stm_ts_spi;synaptics_ts_spi
kstrtoull_from_user	0xf159aa44	qcom_iommu_debug
kswapd	0xa6b27bfe	mem_hooks
kthread_cancel_delayed_work_sync	0xeda0a34d	msm_drm
kthread_cancel_work_sync	0x8e7b4939	qcom_glink
kthread_complete_and_exit	0x6008689f	qca_cld3_kiwi_v2;usb_notify_layer
kthread_create_on_node	0xb0f4ab9f	adsp_sleepmon;camera;cdsprm;ipclite_test;mem_hooks;msm_drm;msm_eva;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qcom_glink;qseecom_dlkm;sec_vibrator_inputff_module;smcinvoke_dlkm;usb_notify_layer
kthread_create_worker	0x5697a553	msm_kgsl
kthread_delayed_work_timer_fn	0xc1b48cc6	msm_drm
kthread_destroy_worker	0xa6e6acfb	msm_kgsl
kthread_flush_work	0x2e45ff91	msm_drm;sec_vibrator_inputff_module
kthread_flush_worker	0x669f34e6	msm_drm;msm_kgsl;qcom_glink
kthread_mod_delayed_work	0x467817a8	msm_drm
kthread_park	0xbdd2a211	msm_drm
kthread_parkme	0xf95322f4	msm_drm
kthread_queue_delayed_work	0xcada8247	msm_drm
kthread_queue_work	0xb438cecd	msm_drm;msm_kgsl;qcom_glink;sec_vibrator_inputff_module
kthread_should_park	0x79defbe1	msm_drm
kthread_should_stop	0xb3f7646e	adsp_sleepmon;camera;cdsprm;ipclite_test;msm_drm;msm_kgsl;msm_performance;qca_cld3_kiwi_v2;qseecom_dlkm;smcinvoke_dlkm;usb_notify_layer
kthread_stop	0x4fa9ae5c	camera;cdsprm;ipclite_test;mem_hooks;msm_drm;msm_eva;msm_kgsl;qca_cld3_kiwi_v2;qcom_glink;qseecom_dlkm;sec_vibrator_inputff_module;smcinvoke_dlkm;wcd_usbss_i2c
kthread_unpark	0xbb1ba9c7	msm_drm
kthread_worker_fn	0x955b0e2e	msm_drm;qcom_glink;sec_vibrator_inputff_module
ktime_get	0xb43f9365	at803x;bwmon;bwprof;camera;cpufreq_limit;drm_display_helper;fingerprint;leds_qpnp_vibrator_ldo;llcc_qcom;mac80211;memlat;msm_drm;msm_hw_fence;msm_kgsl;msm_mmrm;msm_performance;msm_video;pci_msm_drv;phy_msm_snps_eusb2;phy_qcom_ufs_qmp_v4;pm8941_pwrkey;qca_cld3_kiwi_v2;qcom_iommu_debug;qcom_lpm;qcom_q6v5_pas;qcom_spmi_wled;qpnp_lcdb_regulator;sdhci_msm_sec;sec_common_fn;smsc;snd_soc_cirrus_amp;snd_soc_cs35l45_i2c;snd_usb_audio_qmi;wez02
ktime_get_coarse_with_offset	0xbcc15e75	cfg80211;rmnet_aps
ktime_get_mono_fast_ns	0x6ebe366f	bam_dma;cl_dsp_debugfs;cnss2;dwc3_msm;i2c_msm_geni;i3c_master_msm_geni;input_cs40l26_i2c;lpass_cdc_dlkm;lpass_cdc_rx_macro_dlkm;lpass_cdc_va_macro_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_geni_serial;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;sdhci_msm_sec;slim_qcom_ngd_ctrl;slimbus;snd_soc_cirrus_amp;snd_soc_cs35l43_i2c;spi_msm_geni;stm_core;swr_ctrl_dlkm;wcd_usbss_i2c
ktime_get_raw	0x9714e0bb	msm_kgsl
ktime_get_real_seconds	0x953e1b9e	msm_kgsl
ktime_get_real_ts64	0x9ec6ca96	adsp_factory_module;camera;frpc_adsprpc;kperfmon;msm_drm;msm_kgsl;nfc_nxp_sec;qca_cld3_kiwi_v2;rmnet_core;rmnet_shs;sec_battery;sec_common_fn;sec_pon_alarm;stm_ts_spi;synaptics_ts_spi;synx_driver;usb_notify_layer;usb_typec_manager;uwb;wez02
ktime_get_seconds	0xa9320d27	mac80211
ktime_get_with_offset	0xc4f0da12	adsp_sleepmon;blk_sec_stats;camera;input_cs40l26_i2c;mac80211;max77705_fuelgauge;max77775_fuelgauge;nu1668_charger;qca_cld3_kiwi_v2;qcom_stats;rmnet_aps;rmnet_shs;sec_battery;sys_pm_vx;usb_f_ss_mon_gadget
kvfree	0x7aa1756e	camera;cl_dsp;glink_pkt;ipam;mac80211;msm_drm;msm_kgsl;sec_qc_user_reset
kvfree_call_rcu	0xbaf22757	cfg80211;mac80211;rmnet_aps;rmnet_wlan
kvmalloc_node	0x599fb41c	camera;cl_dsp;mac80211;msm_drm;msm_kgsl;sec_qc_user_reset
led_classdev_register_ext	0x41bc5097	leds_s2mpb02
led_classdev_unregister	0xb650ed0b	leds_s2mpb02
led_trigger_event	0xe51c410d	camera
led_trigger_register_simple	0x0eb17eed	camera
led_trigger_unregister_simple	0x67be3e5e	camera
list_sort	0xe091c977	camera;msm_drm;rmnet_aps;rmnet_shs
llist_add_batch	0xc7a1840e	msm_kgsl;qcrypto_msm_dlkm
llist_reverse_order	0x0ddb1cd7	msm_kgsl
log_post_read_mmio	0x0c1a5ee3	bam_dma;boot_stats;bwmon;bwprof;camera;cnss2;coresight;coresight_cti;coresight_funnel;coresight_replicator;coresight_tmc;coresight_tpda;coresight_trace_noc;cpufreq_stats_scmi_v2;dwc3_msm;eud;gsim;i2c_msm_geni;i3c_master_msm_geni;ipam;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_show_resume_irq;msm_video;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_q6v5_pas;qcom_spss;qcom_stats;qrng_dlkm;sdhci_msm_sec;slim_qcom_ngd_ctrl;smp2p;snd_usb_audio_qmi;spcom;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;swr_ctrl_dlkm;sys_pm_vx;tz_log_dlkm;ubwcp;wcd_core_dlkm
log_post_write_mmio	0xfa4d3c24	bam_dma;bwmon;bwprof;camera;cnss2;coresight;coresight_cti;coresight_funnel;coresight_hwevent;coresight_replicator;coresight_tmc;coresight_trace_noc;dwc3_msm;eud;gsim;i2c_msm_geni;i3c_master_msm_geni;ipam;lpass_cdc_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mhi;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_show_resume_irq;msm_video;pci_msm_drv;pcie_pdc;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcom_glink_spss;qcom_pil_info;qcom_q6v5_pas;qrng_dlkm;sdhci_msm_sec;slim_qcom_ngd_ctrl;smp2p;snd_usb_audio_qmi;spcom;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;swr_ctrl_dlkm;ubwcp;wcd9xxx_dlkm;wcd_core_dlkm
log_read_mmio	0x6b722180	bam_dma;boot_stats;bwmon;bwprof;camera;cnss2;coresight;coresight_cti;coresight_funnel;coresight_replicator;coresight_tmc;coresight_tpda;coresight_trace_noc;cpufreq_stats_scmi_v2;dwc3_msm;eud;gsim;i2c_msm_geni;i3c_master_msm_geni;ipam;llcc_qcom;lpass_cdc_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_show_resume_irq;msm_video;pci_msm_drv;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcom_cpufreq_hw_debug;qcom_cpuss_sleep_stats;qcom_q6v5_pas;qcom_spss;qcom_stats;qrng_dlkm;sdhci_msm_sec;slim_qcom_ngd_ctrl;smp2p;snd_usb_audio_qmi;spcom;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;swr_ctrl_dlkm;sys_pm_vx;tz_log_dlkm;ubwcp;wcd_core_dlkm
log_write_mmio	0xc905402b	bam_dma;bwmon;bwprof;camera;cnss2;coresight;coresight_cti;coresight_funnel;coresight_hwevent;coresight_replicator;coresight_tmc;coresight_trace_noc;dwc3_msm;eud;gsim;i2c_msm_geni;i3c_master_msm_geni;ipam;lpass_cdc_dlkm;lpass_cdc_wsa2_macro_dlkm;lpass_cdc_wsa_macro_dlkm;mhi;msm_drm;msm_eva;msm_gpi;msm_hw_fence;msm_kgsl;msm_lmh_dcvs;msm_show_resume_irq;msm_video;pci_msm_drv;pcie_pdc;phy_msm_snps_eusb2;phy_msm_ssusb_qmp;phy_qcom_emu;phy_qcom_ufs_qmp_v4;pinctrl_lpi_dlkm;qca_cld3_kiwi_v2;qce50_dlkm;qcom_glink_spss;qcom_pil_info;qcom_q6v5_pas;qrng_dlkm;sdhci_msm_sec;slim_qcom_ngd_ctrl;smp2p;snd_usb_audio_qmi;spcom;spi_msm_geni;spmi_pmic_arb_debug;sps_drv;spss_utils;swr_ctrl_dlkm;ubwcp;wcd9xxx_dlkm;wcd_core_dlkm
mac_pton	0x652032cb	qca_cld3_kiwi_v2
match_string	0x81188c30	dwc3_msm
mbox_client_txdone	0x02754ce4	ipclite;qcom_glink;qcom_smd;smp2p
